TRANSACTIONID,FROMCUSTOMERID,FROMACCOUNTNO,TOCUSTOMERID,TOACCOUNTNO,TRANSACTIONSOURCE,DEBITCREDITINDICATOR,AMOUNT,TIMEOFTRANSACTION,DATE,STATUS,CHEQUEID,WIREID,ONLINEID,BRANCHCODE,DESCRIPTION
7106676,683,51608,688,54903,Cash,credit,74,03:06:08,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3166538,683,51608,688,54903,Cash,credit,775,03:45:41,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4248720,683,51608,688,54903,Cash,credit,387,03:06:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7535364,683,51608,688,54903,Cash,credit,152,03:12:47,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4117080,683,51608,688,54903,Cash,credit,366,00:50:32,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
578432,683,51608,688,54903,Cash,credit,975,02:24:02,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4556936,683,51608,688,54903,Cash,credit,983,03:58:44,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2472429,683,51608,688,54903,Cash,credit,842,03:45:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9275144,683,51608,688,54903,Cash,credit,670,03:04:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8636562,683,51608,688,54903,Cash,credit,751,03:21:23,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7306269,683,51608,688,54903,Cash,credit,233,02:08:00,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6316661,683,51608,688,54903,Cash,credit,782,01:11:57,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5208081,683,51608,688,54903,Cash,credit,472,03:50:00,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7538762,683,51608,688,54903,Cash,credit,872,02:12:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7278175,683,51608,688,54903,Cash,credit,109,00:38:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1984402,683,51608,688,54903,Cash,credit,328,03:25:08,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
6964917,683,51608,688,54903,Cash,credit,487,03:29:13,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
320882,683,51608,688,54903,Cash,credit,987,00:07:30,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8257203,683,51608,688,54903,Cash,credit,574,01:15:14,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5891962,683,51608,688,54903,Cash,credit,525,01:03:21,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
291553,683,51608,688,54903,Cash,credit,157,01:03:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9267878,683,51608,688,54903,Cash,credit,289,00:49:54,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7491023,683,51608,688,54903,Cash,credit,379,02:38:01,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5183713,683,51608,688,54903,Cash,credit,704,00:13:02,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3925153,683,51608,688,54903,Cash,credit,877,02:06:05,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
724610,683,51608,688,54903,Cash,credit,760,03:54:26,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4555841,683,51608,688,54903,Cash,credit,488,01:45:02,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3026914,683,51608,688,54903,Cash,credit,440,01:58:31,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8074458,683,51608,688,54903,Cash,credit,463,00:38:17,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
5314741,683,51608,688,54903,Cash,credit,934,03:25:33,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9545920,683,51608,688,54903,Cash,credit,492,03:23:14,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
80025,683,51608,688,54903,Cash,credit,374,03:12:03,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2783456,683,51608,688,54903,Cash,credit,770,01:28:07,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1779881,683,51608,688,54903,Cash,credit,64,02:22:05,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8235624,683,51608,688,54903,Cash,credit,57,03:20:50,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1573872,683,51608,688,54903,Cash,credit,490,01:54:04,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
1375757,683,51608,688,54903,Cash,credit,257,02:15:53,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7556263,683,51608,688,54903,Cash,credit,356,00:24:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9641881,683,51608,688,54903,Cash,credit,541,02:23:48,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7332212,683,51608,688,54903,Cash,credit,226,00:15:28,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3809181,683,51608,688,54903,Cash,credit,657,01:06:09,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3594861,683,51608,688,54903,Cash,credit,934,01:49:17,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
762072,683,51608,688,54903,Cash,credit,216,00:58:06,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
173368,683,51608,688,54903,Cash,credit,698,00:16:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7692060,683,51608,688,54903,Cash,credit,478,03:56:14,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9007344,683,51608,688,54903,Cash,credit,447,02:48:00,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
216670,683,51608,688,54903,Cash,credit,177,02:22:06,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
7853845,683,51608,688,54903,Cash,credit,584,03:26:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3521124,683,51608,688,54903,Cash,credit,757,00:42:06,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3144185,683,51608,688,54903,Cash,credit,881,00:34:53,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2748639,683,51608,688,54903,Cash,credit,681,02:44:16,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9899970,683,51608,688,54903,Cash,credit,513,02:36:31,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2581309,683,51608,688,54903,Cash,credit,893,01:18:27,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
8288198,683,51608,688,54903,Cash,credit,752,00:08:45,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2605076,683,51608,688,54903,Cash,credit,682,03:57:54,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
3554708,683,51608,688,54903,Cash,credit,768,02:48:25,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9173726,683,51608,688,54903,Cash,credit,217,01:25:20,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
9611853,683,51608,688,54903,Cash,credit,841,01:49:09,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
835840,683,51608,688,54903,Cash,credit,627,02:13:10,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4181759,683,51608,688,54903,Cash,credit,219,02:00:11,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
668713,683,51608,688,54903,Cash,credit,374,00:49:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4015703,683,51608,688,54903,Cash,credit,457,02:17:55,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
4189293,683,51608,688,54903,Cash,credit,318,01:42:37,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2286087,683,51608,688,54903,Cash,credit,329,00:31:19,11-Jul-2016,Completed,None,None,None,USA-NV89014,None
2500499,61,17105,446,33484,Cash,debit,573,00:15:35,11-Jul-2016,Completed,None,None,None,USA-MO63901,None
3009526,61,17105,446,33484,Cheque,debit,636,02:44:55,11-Jul-2016,Completed,8045409,None,None,USA-MO63901,None
8299255,61,17105,446,33484,Cheque,debit,163,02:41:16,11-Jul-2016,Completed,8605376,None,None,USA-MO63901,None
2639310,61,17105,446,33484,Cheque,debit,537,03:02:47,11-Jul-2016,Completed,5390566,None,None,USA-MO63901,None
1490553,61,17105,446,33484,Cheque,debit,701,01:30:58,11-Jul-2016,Completed,8157939,None,None,USA-MO63901,None
4242542,61,17105,446,33484,Cheque,debit,344,00:06:25,11-Jul-2016,Completed,5339941,None,None,USA-MO63901,None
8338320,61,17105,446,33484,Cheque,debit,832,01:36:57,11-Jul-2016,Completed,2285387,None,None,USA-MO63901,None
9698022,61,17105,446,33484,Cheque,debit,598,01:25:54,11-Jul-2016,Completed,5506495,None,None,USA-MO63901,None
3841172,61,17105,446,33484,Cheque,debit,73,01:06:31,11-Jul-2016,Completed,2939873,None,None,USA-MO63901,None
9039521,61,17105,446,33484,Cheque,debit,571,02:37:27,11-Jul-2016,Completed,8817653,None,None,USA-MO63901,None
8619906,61,17105,446,33484,Cheque,debit,163,02:08:41,11-Jul-2016,Completed,4275635,None,None,USA-MO63901,None
1990143,61,17105,446,33484,Cheque,debit,177,01:06:14,11-Jul-2016,Completed,2515024,None,None,USA-MO63901,None
2733431,61,17105,446,33484,Cheque,debit,212,01:02:23,11-Jul-2016,Completed,9722092,None,None,USA-MO63901,None
4311871,61,17105,446,33484,Cheque,debit,329,02:52:02,11-Jul-2016,Completed,2616282,None,None,USA-MO63901,None
9090258,61,17105,446,33484,Cheque,debit,567,03:25:14,11-Jul-2016,Completed,4658158,None,None,USA-MO63901,None
8751591,61,17105,446,33484,Cheque,debit,317,03:25:40,11-Jul-2016,Completed,2441491,None,None,USA-MO63901,None
7691362,61,17105,446,33484,Cheque,debit,441,02:17:32,11-Jul-2016,Completed,3707340,None,None,USA-MO63901,None
3007708,61,17105,446,33484,Cheque,debit,970,02:50:31,11-Jul-2016,Completed,510801,None,None,USA-MO63901,None
6928076,61,17105,446,33484,Cheque,debit,399,00:25:39,11-Jul-2016,Completed,3380461,None,None,USA-MO63901,None
1238250,61,17105,446,33484,Cheque,debit,799,03:30:32,11-Jul-2016,Completed,9640299,None,None,USA-MO63901,None
1899524,61,17105,446,33484,Cheque,debit,140,02:26:11,11-Jul-2016,Completed,3144035,None,None,USA-MO63901,None
74619,61,17105,446,33484,Cheque,debit,254,01:09:13,11-Jul-2016,Completed,1100826,None,None,USA-MO63901,None
3461039,61,17105,446,33484,Cheque,debit,302,02:24:00,11-Jul-2016,Completed,8104559,None,None,USA-MO63901,None
7041075,61,17105,446,33484,Cheque,debit,443,02:53:01,11-Jul-2016,Completed,18680,None,None,USA-MO63901,None
7220008,61,17105,446,33484,Cheque,debit,29,00:45:59,11-Jul-2016,Completed,8617332,None,None,USA-MO63901,None
8015974,61,17105,446,33484,Cheque,debit,874,00:48:54,11-Jul-2016,Completed,6659181,None,None,USA-MO63901,None
9997880,61,17105,446,33484,Cheque,debit,193,01:13:42,11-Jul-2016,Completed,1036914,None,None,USA-MO63901,None
1592465,61,17105,446,33484,Cheque,debit,251,01:29:13,11-Jul-2016,Completed,1164998,None,None,USA-MO63901,None
139852,61,17105,446,33484,Cheque,debit,962,01:56:25,11-Jul-2016,Completed,7487807,None,None,USA-MO63901,None
948812,61,17105,446,33484,Cheque,debit,53,00:25:50,11-Jul-2016,Completed,8945789,None,None,USA-MO63901,None
4042293,61,17105,446,33484,Cheque,debit,95,03:24:32,11-Jul-2016,Completed,9348433,None,None,USA-MO63901,None
28113,61,17105,446,33484,Cheque,debit,418,02:28:20,11-Jul-2016,Completed,4398494,None,None,USA-MO63901,None
8061697,61,17105,446,33484,Cheque,debit,452,01:31:33,11-Jul-2016,Completed,9164267,None,None,USA-MO63901,None
428137,61,17105,446,33484,Cheque,debit,302,03:32:53,11-Jul-2016,Completed,5593619,None,None,USA-MO63901,None
3316175,61,17105,446,33484,Cheque,debit,284,01:58:54,11-Jul-2016,Completed,389888,None,None,USA-MO63901,None
2365507,61,17105,446,33484,Cheque,debit,15,03:05:14,11-Jul-2016,Completed,8079421,None,None,USA-MO63901,None
6974966,61,17105,446,33484,Cheque,debit,779,01:26:00,11-Jul-2016,Completed,5701279,None,None,USA-MO63901,None
1522079,61,17105,446,33484,Cheque,debit,789,03:02:46,11-Jul-2016,Completed,6852346,None,None,USA-MO63901,None
5435050,61,17105,446,33484,Cheque,debit,248,00:09:47,11-Jul-2016,Completed,6638630,None,None,USA-MO63901,None
6354290,61,17105,446,33484,Cheque,debit,156,03:43:30,11-Jul-2016,Completed,4462694,None,None,USA-MO63901,None
2119929,61,17105,446,33484,Cheque,debit,10,00:49:17,11-Jul-2016,Completed,6103583,None,None,USA-MO63901,None
9109266,61,17105,446,33484,Cheque,debit,764,03:45:30,11-Jul-2016,Completed,9196420,None,None,USA-MO63901,None
2324461,61,17105,446,33484,Cheque,debit,181,01:29:31,11-Jul-2016,Completed,6601764,None,None,USA-MO63901,None
4476580,61,17105,446,33484,Cheque,debit,755,01:27:59,11-Jul-2016,Completed,1270002,None,None,USA-MO63901,None
2872754,61,17105,446,33484,Cheque,debit,150,00:24:12,11-Jul-2016,Completed,3110792,None,None,USA-MO63901,None
2941400,61,17105,446,33484,Cheque,debit,740,02:50:14,11-Jul-2016,Completed,8822793,None,None,USA-MO63901,None
3089188,61,17105,446,33484,Cheque,debit,379,01:05:47,11-Jul-2016,Completed,7969648,None,None,USA-MO63901,None
4930320,61,17105,446,33484,Cheque,debit,567,00:18:24,11-Jul-2016,Completed,8059552,None,None,USA-MO63901,None
2159190,61,17105,446,33484,Cheque,debit,878,00:59:51,11-Jul-2016,Completed,5033285,None,None,USA-MO63901,None
1731308,61,17105,446,33484,Cheque,debit,15,02:03:07,11-Jul-2016,Completed,9087228,None,None,USA-MO63901,None
2705232,61,17105,446,33484,Cheque,debit,709,03:46:22,11-Jul-2016,Completed,2959661,None,None,USA-MO63901,None
1092994,61,17105,446,33484,Cheque,debit,723,03:58:58,11-Jul-2016,Completed,8696426,None,None,USA-MO63901,None
2040674,61,17105,446,33484,Cheque,debit,470,02:46:37,11-Jul-2016,Completed,5398698,None,None,USA-MO63901,None
9624301,61,17105,446,33484,Cheque,debit,872,02:17:43,11-Jul-2016,Completed,924965,None,None,USA-MO63901,None
3725649,61,17105,446,33484,Cheque,debit,262,03:51:10,11-Jul-2016,Completed,2485004,None,None,USA-MO63901,None
405004,61,17105,446,33484,Cheque,debit,934,00:58:42,11-Jul-2016,Completed,2952426,None,None,USA-MO63901,None
7837327,61,17105,446,33484,Cheque,debit,567,02:19:20,11-Jul-2016,Completed,1732279,None,None,USA-MO63901,None
3689770,61,17105,446,33484,Cheque,debit,109,03:36:30,11-Jul-2016,Completed,732629,None,None,USA-MO63901,None
5029689,61,17105,446,33484,Cheque,debit,458,00:24:32,11-Jul-2016,Completed,3359226,None,None,USA-MO63901,None
5270583,61,17105,446,33484,Cheque,debit,674,02:29:19,11-Jul-2016,Completed,6303412,None,None,USA-MO63901,None
6018545,61,17105,446,33484,Cheque,debit,53,03:08:02,11-Jul-2016,Completed,6466147,None,None,USA-MO63901,None
3089095,61,17105,446,33484,Cheque,debit,336,03:02:07,11-Jul-2016,Completed,3615819,None,None,USA-MO63901,None
8671587,61,17105,446,33484,Cheque,debit,683,01:07:40,11-Jul-2016,Completed,3020578,None,None,USA-MO63901,None
6234753,61,17105,446,33484,Cheque,debit,686,01:24:27,11-Jul-2016,Completed,4306208,None,None,USA-MO63901,None
657630,61,17105,446,33484,Cheque,debit,504,00:16:39,11-Jul-2016,Completed,6341160,None,None,USA-MO63901,None
2698111,61,17105,446,33484,Cheque,debit,759,01:43:50,11-Jul-2016,Completed,5740680,None,None,USA-MO63901,None
4202091,61,17105,446,33484,Cheque,debit,407,03:42:04,11-Jul-2016,Completed,2418361,None,None,USA-MO63901,None
34308,61,17105,446,33484,Cheque,debit,965,02:11:41,11-Jul-2016,Completed,8367414,None,None,USA-MO63901,None
6107701,61,17105,446,33484,Cheque,debit,800,03:06:08,11-Jul-2016,Completed,3900615,None,None,USA-MO63901,None
2239788,61,17105,446,33484,Cheque,debit,591,01:42:13,11-Jul-2016,Completed,6496227,None,None,USA-MO63901,None
1769028,61,17105,446,33484,Cheque,debit,50,00:40:53,11-Jul-2016,Completed,1263310,None,None,USA-MO63901,None
5337099,61,17105,446,33484,Cheque,debit,987,00:29:23,11-Jul-2016,Completed,8874756,None,None,USA-MO63901,None
8809452,61,17105,446,33484,Cheque,debit,66,03:39:33,11-Jul-2016,Completed,9542560,None,None,USA-MO63901,None
9457010,61,17105,446,33484,Cheque,debit,262,00:47:26,11-Jul-2016,Completed,3363275,None,None,USA-MO63901,None
766537,61,17105,446,33484,Cheque,debit,682,02:38:36,11-Jul-2016,Completed,6302814,None,None,USA-MO63901,None
2939446,61,17105,446,33484,Cheque,debit,893,03:43:16,11-Jul-2016,Completed,428943,None,None,USA-MO63901,None
8441540,61,17105,446,33484,Cheque,debit,535,00:47:11,11-Jul-2016,Completed,5231110,None,None,USA-MO63901,None
2531738,61,17105,446,33484,Cheque,debit,230,00:07:57,11-Jul-2016,Completed,2541927,None,None,USA-MO63901,None
8799713,61,17105,446,33484,Cheque,debit,432,00:35:48,11-Jul-2016,Completed,7700662,None,None,USA-MO63901,None
6983754,61,17105,446,33484,Cheque,debit,919,00:53:11,11-Jul-2016,Completed,1270693,None,None,USA-MO63901,None
257205,61,17105,446,33484,Cheque,debit,645,03:58:53,11-Jul-2016,Completed,9667537,None,None,USA-MO63901,None
5188377,61,17105,446,33484,Cheque,debit,974,02:12:15,11-Jul-2016,Completed,2330909,None,None,USA-MO63901,None
6071150,61,17105,446,33484,Cheque,debit,693,03:26:21,11-Jul-2016,Completed,3523153,None,None,USA-MO63901,None
6845725,61,17105,446,33484,Cheque,debit,222,02:52:01,11-Jul-2016,Completed,7238329,None,None,USA-MO63901,None
9143053,61,17105,446,33484,Cheque,debit,9,00:58:10,11-Jul-2016,Completed,9043072,None,None,USA-MO63901,None
9294867,61,17105,446,33484,Cheque,debit,802,03:25:50,11-Jul-2016,Completed,7108872,None,None,USA-MO63901,None
729066,61,17105,446,33484,Cheque,debit,194,02:58:08,11-Jul-2016,Completed,3973736,None,None,USA-MO63901,None
8537574,61,17105,446,33484,Cheque,debit,509,01:12:13,11-Jul-2016,Completed,5488078,None,None,USA-MO63901,None
7026529,61,17105,446,33484,Cheque,debit,711,03:05:43,11-Jul-2016,Completed,5604939,None,None,USA-MO63901,None
232927,61,17105,446,33484,Cheque,debit,824,03:10:27,11-Jul-2016,Completed,5475450,None,None,USA-MO63901,None
9821702,61,17105,446,33484,Cheque,debit,234,00:46:27,11-Jul-2016,Completed,1172509,None,None,USA-MO63901,None
7818628,61,17105,446,33484,Cheque,debit,731,03:15:59,11-Jul-2016,Completed,1638560,None,None,USA-MO63901,None
6653876,61,17105,446,33484,Cheque,debit,44,02:49:32,11-Jul-2016,Completed,382262,None,None,USA-MO63901,None
8678139,61,17105,446,33484,Cheque,debit,620,02:52:57,11-Jul-2016,Completed,8428756,None,None,USA-MO63901,None
3834637,61,17105,446,33484,Cheque,debit,368,01:57:28,11-Jul-2016,Completed,122476,None,None,USA-MO63901,None
1426904,61,17105,446,33484,Cheque,debit,307,02:05:37,11-Jul-2016,Completed,794019,None,None,USA-MO63901,None
1390799,61,17105,446,33484,Cheque,debit,779,01:36:17,11-Jul-2016,Completed,4760655,None,None,USA-MO63901,None
8795381,61,17105,446,33484,Cheque,debit,212,01:06:01,11-Jul-2016,Completed,6661583,None,None,USA-MO63901,None
444286,61,17105,446,33484,Cheque,debit,727,01:14:03,11-Jul-2016,Completed,5039913,None,None,USA-MO63901,None
9985802,61,17105,446,33484,Cheque,debit,46,00:53:40,11-Jul-2016,Completed,9397017,None,None,USA-MO63901,None
3063256,61,17105,446,33484,Cheque,debit,957,03:20:36,11-Jul-2016,Completed,1787813,None,None,USA-MO63901,None
4954007,61,17105,446,33484,Cheque,debit,851,02:52:27,11-Jul-2016,Completed,8100855,None,None,USA-MO63901,None
2593148,61,17105,446,33484,Cheque,debit,588,00:45:54,11-Jul-2016,Completed,3842510,None,None,USA-MO63901,None
2642368,61,17105,446,33484,Cheque,debit,905,01:37:04,11-Jul-2016,Completed,8255318,None,None,USA-MO63901,None
5919735,61,17105,446,33484,Cheque,debit,741,02:47:17,11-Jul-2016,Completed,1152987,None,None,USA-MO63901,None
733117,61,17105,446,33484,Cheque,debit,324,01:41:58,11-Jul-2016,Completed,9660499,None,None,USA-MO63901,None
9199688,61,17105,446,33484,Cheque,debit,308,03:22:40,11-Jul-2016,Completed,1223105,None,None,USA-MO63901,None
3080597,61,17105,446,33484,Cheque,debit,473,03:10:07,11-Jul-2016,Completed,6247075,None,None,USA-MO63901,None
1650312,61,17105,446,33484,Cheque,debit,717,03:18:12,11-Jul-2016,Completed,776335,None,None,USA-MO63901,None
8556736,61,17105,446,33484,Cheque,debit,468,01:36:40,11-Jul-2016,Completed,5982548,None,None,USA-MO63901,None
5934107,61,17105,446,33484,Cheque,debit,781,00:36:51,11-Jul-2016,Completed,1984477,None,None,USA-MO63901,None
6118191,61,17105,446,33484,Cheque,debit,365,02:09:29,11-Jul-2016,Completed,8544463,None,None,USA-MO63901,None
742109,61,17105,446,33484,Cheque,debit,778,02:58:29,11-Jul-2016,Completed,5015003,None,None,USA-MO63901,None
4198502,61,17105,446,33484,Cheque,debit,668,02:02:47,11-Jul-2016,Completed,9109717,None,None,USA-MO63901,None
4725099,61,17105,446,33484,Cheque,debit,597,01:08:26,11-Jul-2016,Completed,1082381,None,None,USA-MO63901,None
7673463,61,17105,446,33484,Cheque,debit,576,01:56:12,11-Jul-2016,Completed,6470366,None,None,USA-MO63901,None
6747145,61,17105,446,33484,Cheque,debit,468,02:58:22,11-Jul-2016,Completed,1840890,None,None,USA-MO63901,None
7700753,61,17105,446,33484,Cheque,debit,715,03:56:28,11-Jul-2016,Completed,7571927,None,None,USA-MO63901,None
7702676,61,17105,446,33484,Cheque,debit,861,01:11:15,11-Jul-2016,Completed,8466613,None,None,USA-MO63901,None
