id,customerid,fromaccount,toaccount,amount,balance,transactiontype,whentime
6310,81,930344,962257,5988.80220147,33999.3805495,2,2014-07-07 21:09:51
6311,40,712159,962257,13287.5930867,60532.3685062,1,2014-07-08 19:19:51
6312,81,712159,962257,13287.5930867,47286.9736362,2,2014-07-08 19:19:51
6313,7,636714,371491,2527.69657018,22749.2691316,1,2014-07-08 19:29:51
6314,34,636714,371491,2527.69657018,37044.0516109,2,2014-07-08 19:29:51
6315,47,518505,967879,9175.26577973,41798.4329965,1,2014-07-08 19:39:51
6316,29,518505,967879,9175.26577973,31679.383176,2,2014-07-08 19:39:51
6317,100,932297,918519,1309.94462064,10598.6428397,1,2014-07-08 19:49:51
6318,41,932297,918519,1309.94462064,18321.4359695,2,2014-07-08 19:49:51
6319,53,943992,763673,10321.3685113,44001.6236533,1,2014-07-08 19:59:51
6320,16,943992,763673,10321.3685113,41569.9625993,2,2014-07-08 19:59:51
6321,71,921658,874008,5510.50834609,25103.42691,1,2014-07-08 20:09:51
6322,78,921658,874008,5510.50834609,65229.9634359,2,2014-07-08 20:09:51
6323,100,932297,475510,1377.82356916,9220.81927054,1,2014-07-08 20:19:51
6324,79,932297,475510,1377.82356916,36968.631666,2,2014-07-08 20:19:51
6325,86,930344,0,5729.2874394,21553.0337006,1,2014-07-08 20:29:51
6326,59,518480,371491,10333.627414,54251.5439234,1,2014-07-09 19:39:51
6327,34,518480,371491,10333.627414,47377.6790248,2,2014-07-09 19:39:51
6328,43,936179,0,9883.41933346,39533.6773338,1,2014-07-09 19:49:51
6329,56,941307,908786,5876.74308451,30852.9011937,1,2014-07-09 19:59:51
6330,92,941307,908786,5876.74308451,37071.4294778,2,2014-07-09 19:59:51
6331,46,237738,413103,7483.34296055,36536.3215133,1,2014-07-09 20:09:51
6332,69,237738,413103,7483.34296055,38356.5049708,2,2014-07-09 20:09:51
6333,63,165101,921658,3557.94811119,26091.619482,1,2014-07-09 20:19:51
6334,71,165101,921658,3557.94811119,28661.3750212,2,2014-07-09 20:19:51
6335,97,666203,236879,4244.61239378,34342.7730042,1,2014-07-09 20:29:51
6336,45,666203,236879,4244.61239378,33411.7406876,2,2014-07-09 20:29:51
6337,41,918519,0,1465.71487756,16855.721092,1,2014-07-09 20:39:51
6338,49,697202,874008,6797.50751507,17479.3050388,1,2014-07-09 20:49:51
6339,78,697202,874008,6797.50751507,72027.470951,2,2014-07-09 20:49:51
6340,52,306189,943992,8043.68683302,18768.6026104,1,2014-07-09 20:59:51
6341,53,306189,943992,8043.68683302,52045.3104863,2,2014-07-09 20:59:51
6342,68,471852,828379,8348.2939879,47306.9992648,1,2014-07-09 21:09:51
6343,61,471852,828379,8348.2939879,36862.1141612,2,2014-07-09 21:09:51
6344,1,891272,8888888888,1196.0,8852.98541986,1,2014-07-10 19:19:51
6346,2,567538,8888888888,1705.0,47063.8259624,1,2014-07-10 19:19:51
6348,3,500724,8888888888,908.0,20670.7614554,1,2014-07-10 19:19:51
6350,4,914466,8888888888,4144.0,40991.4560151,1,2014-07-10 19:19:51
6352,5,783774,8888888888,2722.0,70713.9348831,1,2014-07-10 19:19:51
6354,6,663702,8888888888,3511.0,16450.2825489,1,2014-07-10 19:19:51
6356,7,636714,8888888888,3284.0,19465.2691316,1,2014-07-10 19:19:51
6358,8,878538,8888888888,679.0,13069.7460528,1,2014-07-10 19:19:51
6360,9,450148,8888888888,1394.0,15733.7847955,1,2014-07-10 19:19:51
6362,10,839923,8888888888,2765.0,63426.5686203,1,2014-07-10 19:19:51
6364,11,891150,8888888888,4256.0,48645.5039972,1,2014-07-10 19:19:51
6366,12,620127,8888888888,3577.0,43447.2308816,1,2014-07-10 19:19:51
6368,13,212335,8888888888,3032.0,41321.3504145,1,2014-07-10 19:19:51
6370,14,893318,8888888888,1798.0,35408.6879021,1,2014-07-10 19:19:51
6372,15,524070,8888888888,3929.0,17720.3142999,1,2014-07-10 19:19:51
6374,16,763673,8888888888,1615.0,39954.9625993,1,2014-07-10 19:19:51
6376,17,115528,8888888888,2657.0,54543.3673886,1,2014-07-10 19:19:51
6378,18,220113,8888888888,3221.0,44812.0438036,1,2014-07-10 19:19:51
6380,19,478877,8888888888,1312.0,52851.2018656,1,2014-07-10 19:19:51
6382,20,554762,8888888888,5515.0,48018.2097562,1,2014-07-10 19:19:51
6384,21,871572,8888888888,2750.0,34970.8808962,1,2014-07-10 19:19:51
6386,22,672289,8888888888,4363.0,20957.5563755,1,2014-07-10 19:19:51
6388,23,768282,8888888888,3965.0,33333.5771359,1,2014-07-10 19:19:51
6390,24,393938,8888888888,1841.0,13176.5292767,1,2014-07-10 19:19:51
6392,25,345727,8888888888,2449.0,30817.7431889,1,2014-07-10 19:19:51
6394,26,954873,8888888888,4538.0,12762.3566891,1,2014-07-10 19:19:51
6396,27,932991,8888888888,5482.0,28750.1154516,1,2014-07-10 19:19:51
6398,28,184756,8888888888,3085.0,45066.019483,1,2014-07-10 19:19:51
6400,29,967879,8888888888,1467.0,30212.383176,1,2014-07-10 19:19:51
6402,30,393851,8888888888,2964.0,32777.9125388,1,2014-07-10 19:19:51
6404,31,470262,8888888888,4452.0,33734.8832749,1,2014-07-10 19:19:51
6406,32,305156,8888888888,5121.0,35049.7156059,1,2014-07-10 19:19:51
6408,33,589197,8888888888,2128.0,36129.6801604,1,2014-07-10 19:19:51
6410,34,371491,8888888888,5925.0,41452.6790248,1,2014-07-10 19:19:51
6412,35,923660,8888888888,1422.0,24367.3152892,1,2014-07-10 19:19:51
6414,36,125917,8888888888,4921.0,20367.6488765,1,2014-07-10 19:19:51
6416,37,308183,8888888888,1640.0,21462.6731586,1,2014-07-10 19:19:51
6418,38,918862,8888888888,5093.0,35739.4501597,1,2014-07-10 19:19:51
6420,39,880727,8888888888,2939.0,21888.0424627,1,2014-07-10 19:19:51
6422,40,712159,8888888888,5550.0,54982.3685062,1,2014-07-10 19:19:51
6424,41,918519,8888888888,1530.0,15325.721092,1,2014-07-10 19:19:51
6426,42,150467,8888888888,1524.0,39635.4027865,1,2014-07-10 19:19:51
6428,43,936179,8888888888,1423.0,38110.6773338,1,2014-07-10 19:19:51
6430,44,699610,8888888888,3329.0,24197.4693115,1,2014-07-10 19:19:51
6432,45,236879,8888888888,4491.0,28920.7406876,1,2014-07-10 19:19:51
6434,46,237738,8888888888,3942.0,32594.3215133,1,2014-07-10 19:19:51
6436,47,518505,8888888888,5914.0,35884.4329965,1,2014-07-10 19:19:51
6438,48,166202,8888888888,3880.0,15387.0295921,1,2014-07-10 19:19:51
6440,49,697202,8888888888,737.0,16742.3050388,1,2014-07-10 19:19:51
6442,50,873515,8888888888,1839.0,21755.1029814,1,2014-07-10 19:19:51
6444,51,491731,8888888888,5063.0,70769.6503212,1,2014-07-10 19:19:51
6446,52,306189,8888888888,1655.0,17113.6026104,1,2014-07-10 19:19:51
6448,53,943992,8888888888,5435.0,46610.3104863,1,2014-07-10 19:19:51
6450,54,163625,8888888888,2573.0,21075.61999,1,2014-07-10 19:19:51
6452,55,826972,8888888888,5548.0,43249.8437894,1,2014-07-10 19:19:51
6454,56,941307,8888888888,3680.0,27172.9011937,1,2014-07-10 19:19:51
6456,57,467280,8888888888,4819.0,30388.3383622,1,2014-07-10 19:19:51
6458,58,624937,8888888888,3280.0,60478.0614283,1,2014-07-10 19:19:51
6460,59,518480,8888888888,5920.0,48331.5439234,1,2014-07-10 19:19:51
6462,60,936429,8888888888,2609.0,28680.1392953,1,2014-07-10 19:19:51
6464,61,828379,8888888888,4098.0,32764.1141612,1,2014-07-10 19:19:51
6466,62,203790,8888888888,3942.0,41638.1912821,1,2014-07-10 19:19:51
6468,63,165101,8888888888,4054.0,22037.619482,1,2014-07-10 19:19:51
6470,64,420727,8888888888,4781.0,39610.7124542,1,2014-07-10 19:19:51
6472,65,745558,8888888888,3279.0,29464.0133668,1,2014-07-10 19:19:51
6474,66,781588,8888888888,4934.0,33030.8654535,1,2014-07-10 19:19:51
6476,67,531934,8888888888,5041.0,40936.5136388,1,2014-07-10 19:19:51
6478,68,471852,8888888888,5161.0,42145.9992648,1,2014-07-10 19:19:51
6480,69,413103,8888888888,4338.0,34018.5049708,1,2014-07-10 19:19:51
6482,70,268381,8888888888,864.0,10835.3882921,1,2014-07-10 19:19:51
6484,71,921658,8888888888,2101.0,26560.3750212,1,2014-07-10 19:19:51
6486,72,988304,8888888888,4646.0,32075.9637581,1,2014-07-10 19:19:51
6488,73,587734,8888888888,5647.0,30184.2398413,1,2014-07-10 19:19:51
6490,74,751890,8888888888,4304.0,63313.4563563,1,2014-07-10 19:19:51
6492,75,969725,8888888888,4697.0,41019.7364372,1,2014-07-10 19:19:51
6494,76,708666,8888888888,2111.0,45281.2897419,1,2014-07-10 19:19:51
6496,77,764406,8888888888,4992.0,13511.7340479,1,2014-07-10 19:19:51
6498,78,874008,8888888888,5167.0,66860.470951,1,2014-07-10 19:19:51
6500,79,475510,8888888888,2191.0,34777.631666,1,2014-07-10 19:19:51
6502,80,960256,8888888888,3124.0,26252.2424977,1,2014-07-10 19:19:51
6504,81,962257,8888888888,1787.0,45499.9736362,1,2014-07-10 19:19:51
6506,82,940970,8888888888,2315.0,27673.2361122,1,2014-07-10 19:19:51
6508,83,943072,8888888888,5207.0,8071.09651583,1,2014-07-10 19:19:51
6510,84,749337,8888888888,2270.0,28778.3297479,1,2014-07-10 19:19:51
6512,85,486555,8888888888,5759.0,80181.5711169,1,2014-07-10 19:19:51
6514,86,930344,8888888888,1393.0,20160.0337006,1,2014-07-10 19:19:51
6516,87,602125,8888888888,5230.0,36041.34973,1,2014-07-10 19:19:51
6518,88,752325,8888888888,2625.0,24238.3198414,1,2014-07-10 19:19:51
6520,89,893766,8888888888,3810.0,107633.577221,1,2014-07-10 19:19:51
6522,90,624005,8888888888,4627.0,30591.1480392,1,2014-07-10 19:19:51
6524,91,275651,8888888888,4221.0,29310.7857328,1,2014-07-10 19:19:51
6526,92,908786,8888888888,1691.0,35380.4294778,1,2014-07-10 19:19:51
6528,93,844747,8888888888,2223.0,17816.7152364,1,2014-07-10 19:19:51
6530,94,627076,8888888888,3071.0,39234.4164921,1,2014-07-10 19:19:51
6532,95,876359,8888888888,3844.0,28795.6714414,1,2014-07-10 19:19:51
6534,96,192134,8888888888,5931.0,22669.870459,1,2014-07-10 19:19:51
6536,97,666203,8888888888,3947.0,30395.7730042,1,2014-07-10 19:19:51
6538,98,674477,8888888888,5793.0,26790.8980219,1,2014-07-10 19:19:51
6540,99,418939,8888888888,2691.0,4281.28537353,1,2014-07-10 19:19:51
6542,100,932297,8888888888,1869.0,7351.81927054,1,2014-07-10 19:19:51
6544,61,828379,891272,4259.33484095,28504.7793202,1,2014-07-10 19:19:51
6545,1,828379,891272,4259.33484095,13112.3202608,2,2014-07-10 19:19:51
6546,85,486555,921658,12027.2356675,68154.3354494,1,2014-07-10 19:29:51
6547,71,486555,921658,12027.2356675,38587.6106887,2,2014-07-10 19:29:51
6548,87,602125,699610,6847.85644871,29193.4932813,1,2014-07-10 19:39:51
6549,44,602125,699610,6847.85644871,31045.3257602,2,2014-07-10 19:39:51
6550,29,967879,420727,6042.4766352,24169.9065408,1,2014-07-10 19:49:51
6551,64,967879,420727,6042.4766352,45653.1890894,2,2014-07-10 19:49:51
6552,17,115528,908786,8726.93878218,45816.4286065,1,2014-07-10 19:59:51
6553,92,115528,908786,8726.93878218,44107.36826,2,2014-07-10 19:59:51
6554,58,624937,115528,10281.2704428,50196.7909855,1,2014-07-10 20:09:51
6555,17,624937,115528,10281.2704428,56097.6990493,2,2014-07-10 20:09:51
6556,56,941307,768282,6249.76727454,20923.1339191,1,2014-07-10 20:19:51
6557,23,941307,768282,6249.76727454,39583.3444105,2,2014-07-10 20:19:51
6558,13,212335,954873,5784.98905803,35536.3613565,1,2014-07-11 19:29:51
6559,26,212335,954873,5784.98905803,18547.3457471,2,2014-07-11 19:29:51
6560,12,620127,475510,6517.08463223,36930.1462493,1,2014-07-11 19:39:51
6561,79,620127,475510,6517.08463223,41294.7162982,2,2014-07-11 19:39:51
6562,26,954873,0,1854.73457471,16692.6111724,1,2014-07-11 19:49:51
6563,21,871572,914466,4196.50570754,30774.3751886,1,2014-07-11 19:59:51
6564,4,871572,914466,4196.50570754,45187.9617227,2,2014-07-11 19:59:51
6565,37,308183,0,4077.90790013,17384.7652584,1,2014-07-11 20:09:51
6566,11,891150,150467,6810.37055961,41835.1334376,1,2014-07-11 20:19:51
6567,42,891150,150467,6810.37055961,46445.7733461,2,2014-07-11 20:19:51
6568,73,587734,923660,1207.36959365,28976.8702477,1,2014-07-11 20:29:51
6569,35,587734,923660,1207.36959365,25574.6848829,2,2014-07-11 20:29:51
6570,28,184756,236879,901.32038966,44164.6990933,1,2014-07-11 20:39:51
6571,45,184756,236879,901.32038966,29822.0610773,2,2014-07-11 20:39:51
6572,32,305156,620127,6308.94880906,28740.7667968,1,2014-07-11 20:49:51
6573,12,305156,620127,6308.94880906,43239.0950584,2,2014-07-11 20:49:51
6574,47,518505,878538,3588.44329965,32295.9896969,1,2014-07-11 20:59:51
6575,8,518505,878538,3588.44329965,16658.1893524,2,2014-07-11 20:59:51
6576,79,475510,967879,8258.94325965,33035.7730386,1,2014-07-12 19:09:51
6577,29,475510,967879,8258.94325965,32428.8498004,2,2014-07-12 19:09:51
6578,61,828379,943992,4845.81248444,23658.9668358,1,2014-07-12 19:19:51
6579,53,828379,943992,4845.81248444,51456.1229707,2,2014-07-12 19:19:51
6580,37,308183,184756,2781.56244135,14603.2028171,1,2014-07-12 19:29:51
6581,28,308183,184756,2781.56244135,46946.2615347,2,2014-07-12 19:29:51
6582,54,163625,826972,2107.561999,18968.057991,1,2014-07-12 19:39:51
6583,55,163625,826972,2107.561999,45357.4057884,2,2014-07-12 19:39:51
6584,30,393851,876359,5572.2451316,27205.6674072,1,2014-07-12 19:49:51
6585,95,393851,876359,5572.2451316,34367.916573,2,2014-07-12 19:49:51
6586,11,891150,620127,7111.97268439,34723.1607532,1,2014-07-12 19:59:51
6587,12,891150,620127,7111.97268439,50351.0677428,2,2014-07-12 19:59:51
6588,24,393938,943992,1449.41822043,11727.1110562,1,2014-07-12 20:09:51
6589,53,393938,943992,1449.41822043,52905.5411912,2,2014-07-12 20:09:51
6590,80,960256,876359,3150.26909972,23101.973398,1,2014-07-12 20:19:51
6591,95,960256,876359,3150.26909972,37518.1856727,2,2014-07-12 20:19:51
6592,17,115528,943072,6170.74689542,49926.9521538,1,2014-07-12 20:29:51
6593,83,115528,943072,6170.74689542,14241.8434113,2,2014-07-12 20:29:51
6594,44,699610,874008,5588.15863683,25457.1671233,1,2014-07-12 20:39:51
6595,78,699610,874008,5588.15863683,72448.6295878,2,2014-07-12 20:39:51
6596,27,932991,413103,5462.5219358,23287.5935158,1,2014-07-13 18:49:51
6597,69,932991,413103,5462.5219358,39481.0269066,2,2014-07-13 18:49:51
6598,88,752325,763673,2666.21518255,21572.1046588,1,2014-07-13 18:59:51
6599,16,752325,763673,2666.21518255,42621.1777818,2,2014-07-13 18:59:51
6600,4,914466,220113,3163.15732059,42024.8044021,1,2014-07-13 19:09:51
6601,18,914466,220113,3163.15732059,47975.2011242,2,2014-07-13 19:09:51
6602,39,880727,0,2407.6846709,19480.3577918,1,2014-07-13 19:19:51
6603,17,115528,764406,5491.96473692,44434.9874169,1,2014-07-13 19:29:51
6604,77,115528,764406,5491.96473692,19003.6987848,2,2014-07-13 19:29:51
6605,74,751890,663702,633.134563563,62680.3217928,1,2014-07-13 19:39:51
6606,6,751890,663702,633.134563563,17083.4171125,2,2014-07-13 19:39:51
6607,36,125917,0,0.0,20367.6488765,1,2014-07-13 19:49:51
6608,10,839923,891150,10148.2509792,53278.317641,1,2014-07-13 19:59:51
6609,11,839923,891150,10148.2509792,44871.4117325,2,2014-07-13 19:59:51
6610,42,150467,941307,1393.37320038,45052.4001458,1,2014-07-13 20:09:51
6611,56,150467,941307,1393.37320038,22316.5071195,2,2014-07-13 20:09:51
6612,32,305156,764406,5173.33802343,23567.4287734,1,2014-07-14 19:19:51
6613,77,305156,764406,5173.33802343,24177.0368083,2,2014-07-14 19:19:51
6614,97,666203,627076,5167.28141071,25228.4915935,1,2014-07-14 19:29:51
6615,94,666203,627076,5167.28141071,44401.6979028,2,2014-07-14 19:29:51
6616,78,874008,165101,12316.2670299,60132.3625579,1,2014-07-14 19:39:51
6617,63,874008,165101,12316.2670299,34353.886512,2,2014-07-14 19:39:51
6618,90,624005,923660,3365.02628431,27226.1217549,1,2014-07-14 19:49:51
6619,35,624005,923660,3365.02628431,28939.7111672,2,2014-07-14 19:49:51
6620,30,393851,936179,3264.68008887,23940.9873184,1,2014-07-14 19:59:51
6621,43,393851,936179,3264.68008887,41375.3574227,2,2014-07-14 19:59:51
6622,95,876359,672289,5627.7278509,31890.4578218,1,2014-07-14 20:09:51
6623,22,876359,672289,5627.7278509,26585.2842264,2,2014-07-14 20:09:51
6624,89,893766,893318,15068.700811,92564.8764101,1,2014-07-14 20:19:51
6625,14,893766,893318,15068.700811,50477.388713,2,2014-07-14 20:19:51
6626,17,115528,876359,5332.19849003,39102.7889269,1,2014-07-14 20:29:51
6627,95,115528,876359,5332.19849003,37222.6563118,2,2014-07-14 20:29:51
6628,34,371491,932991,5388.84827323,36063.8307516,1,2014-07-14 20:39:51
6629,27,371491,932991,5388.84827323,28676.441789,2,2014-07-14 20:39:51
6630,16,763673,699610,5114.54133382,37506.636448,1,2014-07-15 18:49:51
6631,44,763673,699610,5114.54133382,30571.7084572,2,2014-07-15 18:49:51
6632,89,893766,163625,14810.3802256,77754.4961845,1,2014-07-15 18:59:51
6633,54,893766,163625,14810.3802256,33778.4382166,2,2014-07-15 18:59:51
6634,27,932991,752325,5735.2883578,22941.1534312,1,2014-07-15 19:09:51
6635,88,932991,752325,5735.2883578,27307.3930166,2,2014-07-15 19:09:51
6636,82,940970,893766,3320.78833347,24352.4477788,1,2014-07-15 19:19:51
6637,89,940970,893766,3320.78833347,81075.284518,2,2014-07-15 19:19:51
6638,8,878538,880727,1998.98272229,14659.2066301,1,2014-07-15 19:29:51
6639,39,878538,880727,1998.98272229,21479.3405141,2,2014-07-15 19:29:51
6640,98,674477,751890,3214.90776263,23575.9902593,1,2014-07-15 19:39:51
6641,74,674477,751890,3214.90776263,65895.2295554,2,2014-07-15 19:39:51
6642,49,697202,624005,1674.23050388,15068.0745349,1,2014-07-15 19:49:51
6643,90,697202,624005,1674.23050388,28900.3522587,2,2014-07-15 19:49:51
6644,19,478877,960256,19026.4326716,33824.769194,1,2014-07-15 19:59:51
6645,80,478877,960256,19026.4326716,42128.4060696,2,2014-07-15 19:59:51
6646,100,932297,908786,1470.36385411,5881.45541644,1,2014-07-15 20:09:51
6647,92,932297,908786,1470.36385411,45577.7321141,2,2014-07-15 20:09:51
6648,54,163625,308183,4728.98135032,29049.4568663,1,2014-07-15 20:19:51
6649,37,163625,308183,4728.98135032,19332.1841674,2,2014-07-15 20:19:51
6650,74,751890,893318,11861.14132,54034.0882354,1,2014-07-16 19:29:51
6651,14,751890,893318,11861.14132,62338.530033,2,2014-07-16 19:29:51
6652,59,518480,921658,9666.30878467,38665.2351387,1,2014-07-16 19:39:51
6653,71,518480,921658,9666.30878467,48253.9194734,2,2014-07-16 19:39:51
6654,68,471852,165101,421.459992648,41724.5392721,1,2014-07-16 19:49:51
6655,63,471852,165101,421.459992648,34775.3465046,2,2014-07-16 19:49:51
6656,21,871572,470262,3077.43751886,27696.9376698,1,2014-07-16 19:59:51
6657,31,871572,470262,3077.43751886,36812.3207938,2,2014-07-16 19:59:51
6658,69,413103,0,7106.58484319,32374.4420634,1,2014-07-16 20:09:51
6659,20,554762,749337,2881.09258537,45137.1171708,1,2014-07-16 20:19:51
6660,84,554762,749337,2881.09258537,31659.4223333,2,2014-07-16 20:19:51
6661,76,708666,184756,6792.19346128,38489.0962806,1,2014-07-16 20:29:51
6662,28,708666,184756,6792.19346128,53738.4549959,2,2014-07-16 20:29:51
6663,6,663702,567538,3075.01508024,14008.4020322,1,2014-07-16 20:39:51
6664,2,663702,567538,3075.01508024,50138.8410426,2,2014-07-16 20:39:51
6665,54,163625,345727,8133.84792256,20915.6089437,1,2014-07-16 20:49:51
6666,25,163625,345727,8133.84792256,38951.5911114,2,2014-07-16 20:49:51
6667,71,921658,518480,9650.78389467,38603.1355787,1,2014-07-16 20:59:51
6668,59,921658,518480,9650.78389467,48316.0190334,2,2014-07-16 20:59:51
6669,71,921658,918862,6562.53304838,32040.6025303,1,2014-07-17 19:09:51
6670,38,921658,918862,6562.53304838,42301.9832081,2,2014-07-17 19:09:51
6671,25,345727,192134,3895.15911114,35056.4320003,1,2014-07-17 19:19:51
6672,96,345727,192134,3895.15911114,26565.0295701,2,2014-07-17 19:19:51
6673,59,518480,936179,5797.922284,42518.0967494,1,2014-07-17 19:29:51
6674,43,518480,936179,5797.922284,47173.2797067,2,2014-07-17 19:29:51
6675,65,745558,844747,3535.68160402,25928.3317628,1,2014-07-17 19:39:51
6676,93,745558,844747,3535.68160402,21352.3968404,2,2014-07-17 19:39:51
6677,73,587734,828379,1159.07480991,27817.7954378,1,2014-07-17 19:49:51
6678,61,587734,828379,1159.07480991,24818.0416457,2,2014-07-17 19:49:51
6679,46,237738,308183,4889.14822699,27705.1732863,1,2014-07-17 19:59:51
6680,37,237738,308183,4889.14822699,24221.3323944,2,2014-07-17 19:59:51
6681,33,589197,0,3612.96801604,32516.7121444,1,2014-07-17 20:09:51
6682,37,308183,0,3633.19985916,20588.1325352,1,2014-07-17 20:19:51
6683,33,589197,745558,3251.67121444,29265.0409299,1,2014-07-17 20:29:51
6684,65,589197,745558,3251.67121444,29180.0029772,2,2014-07-17 20:29:51
6685,24,393938,932991,1993.60887956,9733.50217668,1,2014-07-17 20:39:51
6686,27,393938,932991,1993.60887956,24934.7623108,2,2014-07-17 20:39:51
6687,48,166202,828379,2769.66532657,12617.3642655,1,2014-07-18 18:49:51
6688,61,166202,828379,2769.66532657,27587.7069723,2,2014-07-18 18:49:51
6689,17,115528,0,7038.50200684,32064.2869201,1,2014-07-18 18:59:51
6690,16,763673,371491,7501.3272896,30005.3091584,1,2014-07-18 19:09:51
6691,34,763673,371491,7501.3272896,43565.1580412,2,2014-07-18 19:09:51
6692,81,962257,763673,5459.99683635,40039.9767999,1,2014-07-18 19:19:51
6693,16,962257,763673,5459.99683635,35465.3059948,2,2014-07-18 19:19:51
6694,82,940970,491731,3652.86716681,20699.580612,1,2014-07-18 19:29:51
